time,feed_c,out_c,feed_f,out_f,pressure,out_f_setting,out_c_setting,reward,error,sum_error,done
2021-08-24 12:05:00,24.87564908,64.75077849,1105.236507,133.6313358,61.54139735,130.0,65.5,-0.5613328710466773,0.7492215099999981,-9954.308937229991,0
2021-08-24 12:10:00,24.08257732,64.9298868,1055.46138,120.46103909999998,61.83038813,130.0,65.5,-0.32502906081423366,0.5701131999999944,-9953.738824029992,0
2021-08-24 12:15:00,24.90014098,64.57025394,1067.6405109999998,127.9062862,62.75580345,130.0,65.5,-0.8644277360855225,0.9297460599999994,-9952.809077969992,0
2021-08-24 12:20:00,24.70262669,64.35880775,1083.643509,129.8142249,62.50469691,130.0,65.5,-1.3023197514600697,1.1411922500000031,-9951.667885719993,0
2021-08-24 12:25:00,24.02847964,65.29981577,1052.32358,124.16831880000001,62.31630012,130.0,65.5,-0.04007372594069489,0.20018423000000496,-9951.467701489993,0
2021-08-24 12:30:00,23.99575124,65.21661155,1075.3241970000001,124.8461997,62.77540326,130.0,65.5,-0.08030901359340471,0.2833884500000039,-9951.184313039994,0
2021-08-24 12:35:00,23.53800044,65.08763091,1068.002229,125.3837907,63.17713003,130.0,65.5,-0.1700482663874269,0.41236908999999855,-9950.771943949994,0
2021-08-24 12:40:00,23.86537171,65.24115082,1082.946942,149.0245285,63.26159134,130.0,65.5,-0.06700289798667165,0.25884917999999857,-9950.513094769994,0
2021-08-24 12:45:00,23.4790105,65.2059664,1066.065928,123.26570349999999,63.73480428,130.0,65.5,-0.08645575792896347,0.2940336000000059,-9950.219061169995,0
2021-08-24 12:50:00,23.07895461,64.99364323,1268.3925060000001,132.0294123,63.54166234,130.0,65.5,-0.2563971785248293,0.5063567699999965,-9949.712704399995,0
2021-08-24 12:55:00,23.56663369,65.18335611,1235.112889,133.5858589,64.05394454,130.0,65.5,-0.10026335307432868,0.3166438899999946,-9949.396060509995,0
2021-08-24 13:00:00,22.99951837,65.2918744,1204.608424,123.2683855,64.05952545,130.0,65.5,-0.04331626537536103,0.20812560000000246,-9949.187934909995,0
2021-08-24 13:05:00,24.98785729,65.05439112,955.6325947999999,122.0608231,65.07496165,130.0,65.5,-0.19856727393484963,0.44560887999999466,-9948.742326029995,0
2021-08-24 13:10:00,24.51489458,65.07268451,864.9250687000001,130.7644368,64.1264403,148.93333333333334,65.5,-0.18259852799393841,0.427315489999998,-9948.315010539995,0
2021-08-24 13:15:00,27.7947461,65.32374638,1112.258061,149.1817584,64.73861211,150.0,65.5,-0.03106533856310338,0.1762536199999971,-9948.138756919994,0
2021-08-24 13:20:00,25.38594047,65.00848981,1099.510775,157.4515948,64.72836889,150.0,65.5,-0.24158226687383574,0.4915101899999996,-9947.647246729994,0
2021-08-24 13:25:00,24.66341,64.99108888,1115.098318,151.99780230000002,65.73575592,150.0,65.5,-0.2589905280596477,0.5089111199999934,-9947.138335609994,0
2021-08-24 13:30:00,25.74464512,65.14845272,1108.212847,155.8049491,65.43928039,150.0,65.5,-0.12358549007540223,0.35154728000000546,-9946.786788329993,0
2021-08-24 13:35:00,25.65971742,65.31500797,1110.28829,142.4263924,65.94328096,150.0,65.5,-0.03422205116352225,0.18499203000000364,-9946.601796299994,0
2021-08-24 13:40:00,25.33359056,65.59655025,672.5631311000001,148.2481432,65.64433095,150.0,65.5,-0.009321950775063863,-0.09655025000000705,-9946.698346549994,0
2021-08-24 13:45:00,30.56108901,64.71926467,1028.89437,169.8612087,66.20344872,150.0,65.5,-0.6095476555102071,0.7807353299999988,-9945.917611219995,0
2021-08-24 13:50:00,29.0914501,64.891318,1039.2734380000002,150.07990869999998,66.29202677,150.0,65.5,-0.3704937771240021,0.6086820000000017,-9945.308929219995,0
2021-08-24 13:55:00,28.63206635,65.44182025,1041.579122,149.1617919,66.70066096,150.0,65.5,-0.0033848833100617605,0.058179749999993646,-9945.250749469995,0
2021-08-24 14:00:00,29.36927628,65.01930466,1040.167045,143.53799569999998,67.05688239,152.8,65.5,-0.23106800989771265,0.4806953399999969,-9944.770054129995,0
